Year,ID,LaborStatus,OccupationalPrestigeScore,MaritalStatus,NumChildren,Age,HighestSchoolCompleted,Sex,Race,ChildhoodFamilyIncome,TotalFamilyIncome,RespondentIncome,PoliticalParty,OpinionOfIncome,SexualOrientation
2014,606,Working parttime,0,Married,3,61.000000,12,Female,White,Average,Refused,Refused,Not str republican,Average,Heterosexual or straight
2014,607,Keeping house,0,Married,2,81.000000,12,Female,Black,Average,Don't know,Not applicable,Strong democrat,Below average,Heterosexual or straight
2014,608,Retired,0,Never married,0,71.000000,14,Female,White,Above average,$20000 - 24999,Not applicable,Strong republican,Below average,Heterosexual or straight
2014,609,Retired,0,Widowed,3,80.000000,18,Female,White,Below average,$25000 or more,Not applicable,Strong democrat,Above average,Heterosexual or straight
2014,610,Retired,0,Married,1,74.000000,17,Female,White,Far below average,$25000 or more,Not applicable,Strong republican,Above average,Heterosexual or straight
2014,611,Working fulltime,0,Married,3,57.000000,16,Male,White,Average,$25000 or more,$25000 or more,"Ind,near rep",Above average,Heterosexual or straight
2014,612,Working fulltime,0,Married,2,58.000000,15,Male,White,Below average,$25000 or more,$25000 or more,"Ind,near rep",Above average,Heterosexual or straight
2014,613,Working fulltime,0,Divorced,3,47.000000,13,Male,White,Above average,$25000 or more,$25000 or more,Other party,Above average,Heterosexual or straight
2014,614,Keeping house,0,Married,5,55.000000,12,Female,White,Above average,$25000 or more,Not applicable,Independent,Average,Heterosexual or straight
2014,615,Working fulltime,0,Married,0,29.000000,16,Male,Other,Average,$25000 or more,$25000 or more,Not str democrat,Average,Heterosexual or straight
2014,616,Working fulltime,0,Married,2,36.000000,16,Male,White,Average,$25000 or more,$25000 or more,Strong democrat,Far above average,Heterosexual or straight
2014,617,Working fulltime,0,Married,4,44.000000,16,Female,White,Above average,$25000 or more,$25000 or more,Strong republican,Far above average,Heterosexual or straight
2014,618,Keeping house,0,Married,3,43.000000,16,Female,White,Above average,$25000 or more,Not applicable,Strong republican,Above average,Heterosexual or straight
2014,619,Working fulltime,0,Never married,0,26.000000,12,Male,White,Above average,$25000 or more,$25000 or more,"Ind,near rep",Average,Heterosexual or straight
2014,620,Working fulltime,0,Married,3,64.000000,16,Male,White,Far below average,$25000 or more,$25000 or more,Not str democrat,Average,Heterosexual or straight
2014,621,Retired,0,Married,2,71.000000,12,Female,White,Above average,$25000 or more,Not applicable,Strong republican,Far above average,Heterosexual or straight
2014,622,Retired,0,Married,2,67.000000,17,Male,White,Below average,Lt $1000,Refused,Not str republican,Average,Heterosexual or straight
2014,623,Keeping house,0,Married,1,31.000000,16,Female,Other,Average,$25000 or more,Not applicable,Independent,Average,Heterosexual or straight
2014,624,Keeping house,0,Married,1,40.000000,16,Male,Other,Far below average,$25000 or more,Not applicable,Independent,Below average,Heterosexual or straight
2014,625,Working fulltime,0,Never married,0,47.000000,11,Female,White,Far below average,$20000 - 24999,$20000 - 24999,Independent,Below average,Heterosexual or straight
2014,626,Working fulltime,0,Widowed,3,70.000000,12,Female,White,Far below average,$20000 - 24999,$20000 - 24999,Not str democrat,Far below average,Heterosexual or straight
2014,627,Working fulltime,0,Married,0,29.000000,16,Female,Other,Average,Refused,Refused,Independent,Average,No answer
2014,628,Retired,0,Married,2,69.000000,14,Male,White,Above average,$25000 or more,Not applicable,Independent,Don't know,Heterosexual or straight
2014,629,Other,0,Married,1,61.000000,14,Female,White,Average,$25000 or more,$25000 or more,Not str democrat,Above average,Heterosexual or straight
2014,630,Working parttime,0,Married,2,62.000000,14,Female,White,Average,Refused,Refused,Not str republican,Average,Heterosexual or straight
2014,631,School,0,Never married,0,21.000000,14,Female,White,Average,$25000 or more,$15000 - 19999,Strong democrat,Average,Bisexual
2014,632,Working fulltime,0,Never married,0,41.000000,13,Male,White,Average,$25000 or more,$25000 or more,Strong democrat,Above average,Heterosexual or straight
2014,633,Working fulltime,0,Never married,0,35.000000,18,Male,White,Above average,$25000 or more,$25000 or more,Not str democrat,Average,Heterosexual or straight
2014,634,Retired,0,Widowed,2,67.000000,13,Female,Black,Far below average,$15000 - 19999,Not applicable,Strong democrat,Below average,Heterosexual or straight
2014,635,Retired,0,Widowed,3,76.000000,10,Female,Black,Below average,Don't know,Not applicable,Strong democrat,Average,Heterosexual or straight
2014,636,Working parttime,0,Never married,0,30.000000,13,Male,White,Below average,$6000 to 6999,$6000 to 6999,Strong republican,Far below average,Heterosexual or straight
2014,637,"Unempl, laid off",0,Divorced,1,55.000000,13,Female,Black,Below average,$1000 to 2999,Not applicable,Strong democrat,Below average,Heterosexual or straight
2014,638,Other,0,Widowed,7,63.000000,12,Female,Black,Far below average,$10000 - 14999,Not applicable,Strong democrat,Below average,Heterosexual or straight
2014,639,"Unempl, laid off",0,Never married,1,26.000000,14,Female,Black,Average,$10000 - 14999,$10000 - 14999,"Ind,near dem",Below average,Heterosexual or straight
2014,640,Other,0,Separated,2,49.000000,11,Female,Black,Average,$10000 - 14999,$4000 to 4999,Strong democrat,Below average,Heterosexual or straight
2014,641,"Unempl, laid off",0,Never married,0,32.000000,12,Male,Black,Above average,$8000 to 9999,Lt $1000,Strong republican,Below average,Heterosexual or straight
2014,642,Working parttime,0,Married,1,42.000000,16,Female,White,Average,$25000 or more,Lt $1000,Strong democrat,Average,Heterosexual or straight
2014,643,Working fulltime,0,Never married,1,50.000000,13,Female,White,Above average,$8000 to 9999,Not applicable,Not str democrat,Average,Heterosexual or straight
2014,644,Keeping house,0,Married,3,48.000000,8,Female,White,Far below average,$25000 or more,Not applicable,Independent,Average,Heterosexual or straight
2014,645,Retired,0,Widowed,3,76.000000,10,Female,White,Average,Don't know,Not applicable,Strong republican,Average,Not applicable
2014,646,Working fulltime,0,Married,1,53.000000,14,Male,White,Average,$25000 or more,$25000 or more,Not str republican,Above average,Not applicable
2014,647,Keeping house,0,Married,3,31.000000,13,Female,White,Above average,$1000 to 2999,Not applicable,Strong republican,Far below average,Heterosexual or straight
2014,648,Working fulltime,0,Never married,0,37.000000,17,Female,Black,No answer,$25000 or more,$25000 or more,"Ind,near dem",Below average,Heterosexual or straight
2014,649,Working fulltime,0,Married,4,46.000000,12,Female,Black,Average,$25000 or more,$25000 or more,Strong democrat,Below average,Heterosexual or straight
2014,650,Working fulltime,0,Never married,0,40.000000,19,Female,White,Below average,$25000 or more,$25000 or more,"Ind,near dem",Below average,Heterosexual or straight
2014,651,Keeping house,0,Never married,1,25.000000,13,Female,Black,Average,$25000 or more,$10000 - 14999,Not str democrat,Far above average,Heterosexual or straight
2014,652,Working fulltime,0,Married,1,61.000000,12,Male,Other,Average,$25000 or more,$25000 or more,Not str republican,Average,Heterosexual or straight
2014,653,Working fulltime,0,Married,0,50.000000,13,Female,White,Below average,Refused,$3000 to 3999,Strong democrat,Average,Heterosexual or straight
2014,654,Working fulltime,0,Divorced,3,51.000000,12,Male,Other,Average,$25000 or more,$25000 or more,Independent,Average,Heterosexual or straight
2014,655,"Unempl, laid off",0,Married,3,57.000000,15,Male,White,Far below average,$25000 or more,$25000 or more,"Ind,near dem",Above average,Heterosexual or straight
2014,656,Other,0,Widowed,5,79.000000,14,Female,Black,Below average,$25000 or more,$15000 - 19999,"Ind,near dem",Average,Heterosexual or straight
2014,657,Working parttime,0,Divorced,2,31.000000,14,Female,Black,Above average,$15000 - 19999,$6000 to 6999,Not str democrat,Below average,Bisexual
2014,658,Working fulltime,0,Never married,3,24.000000,13,Female,Black,Above average,$10000 - 14999,$10000 - 14999,Independent,Average,Heterosexual or straight
2014,659,Working parttime,0,Married,3,61.000000,12,Female,Black,Below average,$25000 or more,$15000 - 19999,"Ind,near dem",Average,Heterosexual or straight
2014,660,Working fulltime,0,Widowed,5,62.000000,12,Female,Black,Average,$25000 or more,$25000 or more,Not str democrat,Average,Heterosexual or straight
2014,661,Retired,0,No answer,1,64.000000,16,Female,Black,Average,$20000 - 24999,Not applicable,Independent,Average,Heterosexual or straight
2014,662,Working fulltime,0,Never married,1,54.000000,12,Male,Black,Average,$25000 or more,$25000 or more,Not str democrat,Below average,Heterosexual or straight
2014,663,Working fulltime,0,Never married,1,24.000000,12,Female,White,Far below average,$25000 or more,$20000 - 24999,Independent,Below average,Heterosexual or straight
2014,664,Retired,0,Widowed,0,79.000000,11,Male,White,Average,$10000 - 14999,Not applicable,Independent,Below average,Heterosexual or straight
2014,665,Keeping house,0,Never married,2,33.000000,16,Female,Black,Average,$25000 or more,Not applicable,"Ind,near dem",Average,Heterosexual or straight
2014,666,Working fulltime,0,Married,4,27.000000,12,Female,Black,Below average,$8000 to 9999,$6000 to 6999,Not str democrat,Average,Heterosexual or straight
2014,667,Working fulltime,0,Never married,1,36.000000,16,Male,White,Above average,$25000 or more,$25000 or more,"Ind,near rep",Below average,Heterosexual or straight
2014,668,Working fulltime,0,Never married,0,19.000000,12,Male,Black,Above average,$25000 or more,Not applicable,Independent,Average,Heterosexual or straight
2014,669,Working fulltime,0,Divorced,2,59.000000,12,Female,White,Average,$25000 or more,$25000 or more,Independent,Average,Heterosexual or straight
2014,670,Retired,0,Married,4,63.000000,13,Male,White,Far below average,$25000 or more,Not applicable,"Ind,near rep",Far above average,Heterosexual or straight
2014,671,Working fulltime,0,Never married,1,41.000000,12,Male,White,Average,$5000 to 5999,$5000 to 5999,Not str republican,Below average,No answer
2014,672,Working fulltime,0,Never married,0,36.000000,17,Female,White,Average,Refused,Refused,No answer,Average,Heterosexual or straight
2014,673,Working fulltime,0,Married,3,36.000000,18,Female,Black,Average,$25000 or more,$25000 or more,Strong democrat,Average,Heterosexual or straight
2014,674,Working fulltime,0,Married,2,40.000000,9,Male,White,Average,$25000 or more,$25000 or more,Independent,Average,Not applicable
2014,675,Working fulltime,0,Married,4,33.000000,10,Male,Black,Below average,$20000 - 24999,$15000 - 19999,Independent,Below average,Heterosexual or straight
2014,676,Working fulltime,0,Separated,3,32.000000,13,Female,White,Average,$7000 to 7999,Not applicable,Strong democrat,Average,Heterosexual or straight
2014,677,Keeping house,0,Married,4,47.000000,12,Female,White,Below average,$25000 or more,Not applicable,Independent,Average,Bisexual
2014,678,Working fulltime,0,Married,1,39.000000,12,Male,White,Below average,$25000 or more,Refused,Strong republican,Average,Heterosexual or straight
2014,679,Working fulltime,0,Never married,0,25.000000,16,Male,Other,Below average,$25000 or more,Not applicable,Not str democrat,Below average,Bisexual
2014,680,School,0,Never married,0,20.000000,15,Female,White,Average,Don't know,Not applicable,Not str democrat,Average,Heterosexual or straight
2014,681,Working fulltime,0,Married,4,32.000000,14,Female,Other,Below average,$25000 or more,$25000 or more,Not str democrat,Average,Heterosexual or straight
2014,682,Working fulltime,0,Never married,0,32.000000,12,Male,White,Average,$25000 or more,$25000 or more,"Ind,near dem",Average,Heterosexual or straight
2014,683,Keeping house,0,Married,0,46.000000,12,Female,Other,Average,$25000 or more,Not applicable,Independent,Average,Heterosexual or straight
2014,684,Working fulltime,0,Divorced,0,57.000000,12,Male,White,Above average,$25000 or more,$25000 or more,Not str democrat,Average,Heterosexual or straight
2014,685,Working fulltime,0,Married,1,60.000000,12,Male,White,Average,$25000 or more,$25000 or more,Independent,Average,Heterosexual or straight
2014,686,Working fulltime,0,Never married,0,59.000000,9,Female,White,Average,$25000 or more,$25000 or more,Independent,Average,Heterosexual or straight
2014,687,Working parttime,0,Married,3,47.000000,20,Female,White,Far above average,$25000 or more,$15000 - 19999,Not str republican,Average,Heterosexual or straight
2014,688,Working fulltime,0,Never married,1,57.000000,14,Female,White,Far below average,$25000 or more,$25000 or more,Strong republican,Below average,Heterosexual or straight
2014,689,"Unempl, laid off",0,Divorced,2,67.000000,20,Female,White,Far above average,Don't know,Not applicable,Not str republican,Average,Heterosexual or straight
2014,690,Working fulltime,0,Divorced,3,65.000000,18,Male,White,Below average,$25000 or more,$25000 or more,Not str democrat,Above average,Bisexual
2014,691,Working parttime,0,Married,2,61.000000,16,Female,White,Above average,$25000 or more,Lt $1000,Not str republican,Average,Heterosexual or straight
2014,692,Keeping house,0,Married,4,36.000000,12,Female,White,Below average,$20000 - 24999,Not applicable,"Ind,near rep",Far below average,Heterosexual or straight
2014,693,Keeping house,0,Never married,0,37.000000,12,Female,White,Average,Lt $1000,Not applicable,Other party,Average,Heterosexual or straight
2014,694,Retired,0,Married,1,80.000000,14,Male,White,Average,$25000 or more,Not applicable,Strong republican,Average,Heterosexual or straight
2014,695,Working fulltime,0,Never married,0,26.000000,14,Female,White,Average,$25000 or more,$20000 - 24999,Independent,Average,Heterosexual or straight
2014,696,Working fulltime,0,Never married,0,33.000000,16,Female,White,Below average,$25000 or more,$25000 or more,Strong republican,Average,Heterosexual or straight
2014,697,Working fulltime,0,Married,0,27.000000,16,Male,White,Above average,$25000 or more,$25000 or more,Strong republican,Above average,Heterosexual or straight
